batch,idx,sample_path,ja_value,ns,occurrences,proposed_ko
07,151,pages.marketingIntel.pricingDetail.ent_s4i1,データ製品スキーマ・品質指標,pages,1,
07,152,pages.marketingIntel.pricingDetail.pro_s2i2,トリガー設定・アクションノード管理,pages,1,
07,153,pages.marketingIntel.pricingDetail.ent_s3i3,トレンドAI予測モデル,pages,1,
07,154,pages.marketingIntel.cmpVal.trend_forecast,トレンド予測,pages,1,
07,155,pages.marketingIntel.attrData.tabAbDesc,トンプソンサンプリング,pages,1,
07,156,pages.marketingIntel.attrData.explainAb,"トンプソンサンプリング(5,000回)でベータ二項分布ベースのA/Bテスト勝者を判定。",pages,1,
07,157,pages.marketingIntel.attrData.thompsonInProgress,"トンプソンサンプリング(5,000回)実行中…",pages,1,
07,158,pages.marketingIntel.pricingDetail.pro_s1i3,ネクストベストアクション推奨,pages,1,
07,159,pages.marketingIntel.guideStep10Desc,ハッキング試行を検知・ブロックします。,pages,1,
07,160,pages.marketingIntel.cmpRow.r24,バッチジョブ,pages,1,
07,161,pages.marketingIntel.pricingDetail.pro_s10i4,バッチジョブ実行・再処理,pages,1,
07,162,pages.marketingIntel.cmpVal.perf_view,パフォーマンス表示,pages,1,
07,163,pages.marketingIntel.pricingDetail.growth_s5i1,パフォーマンス要約・チャネル・商品・キャンペーン,pages,1,
07,164,pages.marketingIntel.cmpVal.partner_api,パートナーAPI,pages,1,
07,165,pages.marketingIntel.pricingDetail.ent_s5i1,パートナーレベル双方向リアルタイム連携,pages,1,
07,166,pages.marketingIntel.channelKpi.bizGoalSetting,ビジネス目標設定,pages,1,
07,167,pages.marketingIntel.cmpVal.bizboard,ビズボード,pages,1,
07,168,pages.marketingIntel.pricingDetail.pro_s8i1,ピクセルコードインストール・検証,pages,1,
07,169,pages.marketingIntel.pricingDetail.pro_s7i3,フィールドマッピング設定,pages,1,
07,170,pages.marketingIntel.channelKpi.brandAwareness,ブランド認知度拡大,pages,1,
07,171,pages.marketingIntel.tabs.overviewDesc,プラットフォーム全体の主要指標を一目で,pages,1,
07,172,pages.marketingIntel.marketingIntel.pricing.pageSub,プランと料金管理,pages,1,
07,173,pages.marketingIntel.pricingDetail.free_s3i2,プランアップグレード,pages,1,
07,174,pages.marketingIntel.marketingIntel.pricing.compareTitle,プラン別機能比較,pages,1,
07,175,pages.marketingIntel.pricingDetail.growth_s6i3,プラン表示・決済履歴・インボイス,pages,1,
07,176,pages.actionPresets.sub,プリセット管理,pages,1,
07,177,pages.marketingIntel.campaignMgr.toneLuxury,プレミアム,pages,1,
07,178,pages.marketingIntel.pricingDetail.pro_tagline,プロのeコマースブランド・エージェンシー,pages,1,
07,179,pages.marketingIntel.campaignMgr.copyPrompt,プロンプト,pages,1,
07,180,pages.marketingIntel.attrData.tabAbLabel,ベイジアンA/B,pages,1,
07,181,pages.marketingIntel.attrData.betaBinomial,ベータ二項分布 · {{count}}名参加,pages,1,
07,182,pages.marketingIntel.channelKpi.webTrafficDesc,ページビューと滞在時間の最大化,pages,1,
07,183,pages.marketingIntel.attrData.position,ポジションベース,pages,1,
07,184,pages.marketingIntel.pricingDetail.pro_s3i5,ポップアップA/Bテスト・トリガー設定,pages,1,
07,185,pages.marketingIntel.pricingDetail.ent_s2i2,ポリシーコンプライアンス管理,pages,1,
07,186,pages.marketingIntel.cmpVal.policy_review,ポリシー・レビュー,pages,1,
07,187,pages.marketingIntel.attrData.negativeCount,マイナス貢献,pages,1,
07,188,pages.marketingIntel.campaignMgr.manager,マネージャー,pages,1,
07,189,pages.marketingIntel.attrData.tabMarkovLabel,マルコフ+アップリフト,pages,1,
07,190,pages.marketingIntel.attrData.markovInProgress,マルコフ連鎖+ダブルML増分分析計算中…,pages,1,
07,191,pages.marketingIntel.attrData.explainMarkov,マルコフ連鎖によるチャネル除去効果とダブルMLによる純増分効果を分析。,pages,1,
07,192,pages.marketingIntel.attrData.tabMtaLabel,マルチタッチMTA,pages,1,
07,193,pages.marketingIntel.pricingDetail.ent_s1i3,マルチブランド自動実行,pages,1,
07,194,pages.marketingIntel.guideIdentDesc,マルチプラットフォームアカウント統合と重複検出,pages,1,
07,195,pages.marketingIntel.attrData.title,マーケティングアトリビューション — リアルタイムMLエンジン v3.0,pages,1,
07,196,pages.marketingIntel.dashGuide.tabMarketing,マーケティングキャンペーンのROIとチャネル別広告成果を分析します。,pages,1,
07,197,pages.marketingIntel.dashGuide.step3Desc,マーケティング成果タブでキャンペーン別ROI、チャネル別広告費、コンバージョン推移を分析できます。,pages,1,
07,198,pages.marketingIntel.dashGuide.step3Title,マーケティング成果分析,pages,1,
07,199,pages.marketingIntel.pricingDetail.growth_headline,マーケティング成長プラン,pages,1,
07,200,pages.marketingIntel.campaignMgr.emailTitle,メールA/Bテスト,pages,1,
07,201,pages.marketingIntel.campaignMgr.startEmailAb,メールA/Bテスト開始,pages,1,
07,202,pages.marketingIntel.pricingDetail.growth_s3i3,メールキャンペーン（送信・A/B・成果・予約）,pages,1,
07,203,pages.marketingIntel.campaignMgr.noEmail,メール履歴なし,pages,1,
07,204,pages.marketingIntel.campaignMgr.emailAb,メール送信履歴,pages,1,
07,205,pages.marketingIntel.attrData.tabCompareLabel,モデル比較,pages,1,
07,206,pages.marketingIntel.attrData.aScoreSub,モデル間一貫性ベース — 高いほど全モデルが同意する高信頼チャネル,pages,1,
07,207,pages.marketingIntel.dashGuide.feat6Title,モバイル対応,pages,1,
07,208,pages.marketingIntel.pricingDetail.growth_s6i4,ライセンス有効化・状態,pages,1,
07,209,pages.marketingIntel.pricingDetail.pro_l1,ライトバック即時ロールバック — Enterprise,pages,1,
07,210,pages.marketingIntel.pricingDetail.ent_s1,ライトバック即時ロールバック（新）,pages,1,
07,211,pages.marketingIntel.campaignMgr.roiRanking,ランキング,pages,1,
07,212,pages.marketingIntel.pricingDetail.pro_s8i2,リアルタイムイベントストリーム表示,pages,1,
07,213,pages.marketingIntel.kakao.liveSyncStatus,リアルタイムクロスタブ同期有効,pages,1,
07,214,pages.marketingIntel.pricingDetail.free_l1,リアルタイムデータなし,pages,1,
07,215,pages.marketingIntel.dashGuide.feat1Title,リアルタイムデータ同期,pages,1,
07,216,pages.marketingIntel.campaignMgr.monitorTitle,リアルタイムモニター,pages,1,
07,217,pages.marketingIntel.cmpVal.realtime_rate,リアルタイムレート,pages,1,
07,218,pages.marketingIntel.attrData.realtimeSync,リアルタイム同期 ✓,pages,1,
07,219,pages.marketingIntel.omniChannel.guideSettingsDesc,リアルタイム在庫・低在庫アラート,pages,1,
07,220,pages.marketingIntel.livePerformance,リアルタイム成果,pages,1,
07,221,pages.marketingIntel.liveFxRates,リアルタイム為替,pages,1,
07,222,pages.marketingIntel.pricingDetail.pro_s10,リアルタイム為替+チーム管理,pages,1,
07,223,pages.marketingIntel.pricingDetail.pro_s10i1,リアルタイム為替（グローバル通貨）,pages,1,
07,224,pages.marketingIntel.attrData.anomalyHeadDesc,リアルタイム異常検知,pages,1,
07,225,pages.marketingIntel.esgRecycleRate,リサイクル率,pages,1,
07,226,pages.marketingIntel.pricingDetail.ent_s2i4,リスティング品質監査,pages,1,
07,227,pages.marketingIntel.descCohort,リテンション・LTV・新規ユーザー,pages,1,
07,228,pages.marketingIntel.retentionRate,リテンション率,pages,1,
07,229,pages.marketingIntel.attrData.linear,リニア,pages,1,
07,230,pages.marketingIntel.pricingDetail.free_s2i3,リリースノート,pages,1,
07,231,pages.marketingIntel.campaignMgr.ruleEngine,ルールエンジン,pages,1,
07,232,pages.marketingIntel.cmpVal.rule_writeback,ルール・ライトバック,pages,1,
07,233,pages.marketingIntel.campaignMgr.rulesFired,ルール実行,pages,1,
07,234,pages._marketing_1.generating,ルール生成中...,pages,1,
07,235,pages.marketingIntel.cmpRow.r10,レビュー&UGC分析,pages,1,
07,236,pages.marketingIntel.influencer.desc_ugc,レビュー·感情分析·異常検出,pages,1,
07,237,pages.marketingIntel.guideUgcDesc,レビュー感性分析とネガティブキーワード監視,pages,1,
07,238,pages.marketingIntel.pricingDetail.pro_s6,レビュー＆UGC分析（新）,pages,1,
07,239,pages.marketingIntel.cmpRow.r21,レポート&エクスポート,pages,1,
07,240,pages.marketingIntel.cmpVal.location_barcode,ロケーション・バーコード,pages,1,
07,241,pages.marketingIntel.attrData.upliftSub,ロビンソン偏回帰による純増分効果を算出,pages,1,
07,242,pages.marketingIntel.cmpVal.rbac_role,ロールベースアクセス,pages,1,
07,243,pages.marketingIntel.campaignMgr.months,ヶ月,pages,1,
07,244,pages.marketingIntel.marketingIntel.pricing.totalLabel,ヶ月合計 ,pages,1,
07,245,pages.marketingIntel.pricingDetail.growth_s4i3,一括商品登録・カタログ同期・価格ルール,pages,1,
07,246,pages.marketingIntel.cmpVal.list_invite,一覧・招待,pages,1,
07,247,pages.marketingIntel.stPartial,一部払い,pages,1,
07,248,pages.marketingIntel.attrData.topPaths,主要コンバージョンパス,pages,1,
