batch,idx,sample_path,ja_value,ns,occurrences,proposed_ko
05,57,crm.email.ds.pipeUgcCrawlDesc,投稿後1h・24h・7d・30dスナップショット,crm,1,
05,58,crm.aiHub.journey.guideNodeDelay,指定時間待機します。,crm,1,
05,59,crm.aiHub.catalogSync.webPopup.triggerTimeDesc,指定時間後に自動表示,crm,1,
05,60,crm.aiHub.contentCal.noChannelData,接続されたチャネルデータがありません,crm,1,
05,61,crm.aiHub.catalogSync.ihub.dwConnect,接続する,crm,1,
05,62,crm.aiHub.catalogSync.reviews.noData,接続チャネルからレビューデータを収集中です。,crm,1,
05,63,crm.aiHub.catalogSync.contentCal.guideAiDesc,接続チャネルのAI自動パフォーマンス分析·KPI追跡·戦略推薦,crm,1,
05,64,crm.aiHub.catalogSync.contentCal.noChannelData,接続チャネルデータなし,crm,1,
05,65,crm.aiHub.catalogSync.reviews.kpiTotalSub2,接続チャネル全体の合計,crm,1,
05,66,crm.aiHub.reviews.kpiTotalSub2,接続チャネル合計,crm,1,
05,67,crm.aiHub.sms.connectTesting,接続テスト中…,crm,1,
05,68,crm.aiHub.catalogSync.ihub.efConnPlatforms,接続プラットフォーム,crm,1,
05,69,crm.aiHub.catalogSync.ihub.dwConnPrompt,接続ボタンをクリックしてください。,crm,1,
05,70,crm.aiHub.journey.connectedChannels,接続済みチャネル,crm,1,
05,71,crm.email.conn.noPlatforms,接続済みプラットフォームなし,crm,1,
05,72,crm.email.ds.pipeRecommend,推奨/アラート,crm,1,
05,73,crm.email.ds.tabAlerts,推奨/アラートルール,crm,1,
05,74,crm.email.ds.alertRuleCatalog,推奨/アラートルールカタログ,crm,1,
05,75,crm.aiHub.catalogSync.priceFormulaDesc,推奨販売価格の計算式: 原価 ÷ (1 - 手数料率 - 税率 - 利益率)。黄色の価格は手動入力された価格です。,crm,1,
05,76,crm.aiHub.catalogSync.dt.qualityEstTitle,推定データ（間接・部分連携）,crm,1,
05,77,crm.aiHub.aiRecCommission,推薦コミッション,crm,1,
05,78,crm.aiHub.catalogSync.pnl.waterfallTitle,損益ウォーターフォール,crm,1,
05,79,crm.aiHub.catalogSync.pnl.forecastTitle,損益予測シミュレータ,crm,1,
05,80,crm.aiHub.catalogSync.pnl.descGuide,損益分析利用ガイド,crm,1,
05,81,crm.aiHub.catalogSync.pnl.unitPnlTable,損益要約テーブル,crm,1,
05,82,crm.aiHub.catalogSync.dt.srcPnLDesc,損益計算書データ,crm,1,
05,83,crm.aiHub.catalogSync.caseStudy.ctaPricing,料金プランを見る,crm,1,
05,84,crm.aiHub.webPopup.linkOpen,新しいタブで開く,crm,1,
05,85,crm.email.catalogSync.fixedPriceDesc,新しい価格を直接入力,crm,1,
05,86,crm.email.catalogSync.fixedPricePh,新しい販売価格を入力,crm,1,
05,87,crm.aiHub.catalogSync.addCategoryPh,新カテゴリID（例: digital/tablet）,crm,1,
05,88,crm.aiHub.sms.campNew,新規キャンペーン,crm,1,
05,89,crm.email.campaignMgr.newCampaignBtn,新規キャンペーン承認登録,crm,1,
05,90,crm.aiHub.sms.tplNew,新規テンプレート,crm,1,
05,91,crm.email.pxl.createPixel,新規ピクセル作成,crm,1,
05,92,crm.aiHub.webPopup.createPopup,新規ポップアップ作成,crm,1,
05,93,crm.aiHub.webPopup.settingCookieDesc,既読ポップアップを24時間非表示,crm,1,
05,94,crm.aiHub.dashGuide.step4Desc,日付範囲を変更して任意の期間のデータを表示できます。,crm,1,
05,95,crm.aiHub.catalogSync.reportBuilder.widgetDailyClicks,日別クリック数,crm,1,
05,96,crm.aiHub.catalogSync.reportBuilder.guideWidgetClicks,日別クリック数をバーチャートで表示します。,crm,1,
05,97,crm.aiHub.omniChannel.groupJapan,日本チャネル,crm,1,
05,98,crm.aiHub.dashGuide.feat3Desc,日本語、韓国語、英語、中国語など9言語に対応。,crm,1,
05,99,crm.email.ds.pipeBatchAgg,日次バッチ集計,crm,1,
05,100,crm.email.dt.historyDesc,時間の経過に伴うデータ信頼度スコアの変化を追跡します,crm,1,
05,101,crm.aiHub.catalogSync.dt.historyDesc,時間経過に伴うデータ信頼スコアの変化を追跡します。,crm,1,
05,102,crm.aiHub.settleNoDocs,書類なし,crm,1,
05,103,crm.aiHub.catalogSync.minMargin,最低マージン(%),crm,1,
05,104,crm.email.aiPolicy.cfgRoasDesc,最低閾値未満のROASキャンペーンをブロック,crm,1,
05,105,crm.aiHub.catalogSync.incrementalSyncDesc,最後の同期以降に変更されたアイテムのみを迅速に同期します。,crm,1,
05,106,crm.aiHub.catalogSync.finalReviewTitle,最終レビュー,crm,1,
05,107,crm.aiHub.catalogSync.ihub.efRecentEvents,最近のイベント,crm,1,
05,108,crm.aiHub.journey.recentTriggers,最近のトリガー,crm,1,
05,109,crm.email.alertAuto.recentFires,最近の発動,crm,1,
05,110,crm.aiHub.crm.guideRfmDesc,最近性・頻度・金額の3基準で顧客を5グレードに自動分類。グレード別顧客数を視覚的に確認し、詳細リストをテーブルで管理します。,crm,1,
05,111,crm.aiHub.contentCal.guideCalDesc,月別コンテンツスケジュールを一目で確認,crm,1,
05,112,crm.aiHub.catalogSync.contentCal.guideCalDesc,月別スケジュールを視覚的に確認·TODAY表示·ステータス色分け,crm,1,
05,113,crm.aiHub.crm.dateFilter,期間フィルタ,crm,1,
05,114,crm.aiHub.dashGuide.step4Title,期間フィルター,crm,1,
05,115,crm.aiHub.catalogSync.reportBuilder.guideWidgetRoas,期間別ROASの推移をエリアチャートで可視化します。,crm,1,
05,116,crm.email.aiPolicy.cfgCreativeDesc,未承認クリエイティブの自動配信をブロック,crm,1,
05,117,crm.aiHub.catalogSync.dt.lineageNoneSources,未接続ソース,crm,1,
05,118,crm.aiHub.catalogSync.dt.qualityNoneEx1,未接続プラットフォーム,crm,1,
05,119,crm.aiHub.catalogSync.dt.qualityNoneTitle,未接続（データなし）,crm,1,
05,120,crm.aiHub.catalogSync.settlements.kpiPendingWarn,未確定あり,crm,1,
05,121,crm.email.dt.lineageNoneSources,未連携ソース,crm,1,
05,122,crm.aiHub.catalogSync.webPopup.bodyPh,本文を入力,crm,1,
05,123,crm.aiHub.journey.conditionField,条件フィールド,crm,1,
05,124,crm.aiHub.catalogSync.ihub.dwFlexSch,柔軟スケジュール,crm,1,
05,125,crm.aiHub.catalogSync.webPopup.liveMoveUp,検出有効 — マウスを上に移動,crm,1,
05,126,crm.aiHub.webPopup.liveMoveUp,検知有効 — マウスを上に！,crm,1,
05,127,crm.email.ds.fKeywordId,検索キーワードID,crm,1,
05,128,crm.aiHub.noResults,検索結果なし,crm,1,
05,129,crm.email.ds.tabSchemaDesc,標準フィールド仕様,crm,1,
05,130,crm.aiHub.guideNodeDelay,次のノード実行前に指定時間待機します（分/時間/日）。,crm,1,
05,131,crm.aiHub.catalogSync.nextSetPriceBtn,次へ: 価格設定,crm,1,
05,132,crm.email.catalogSync.nextSetPriceBtn,次へ: 価格設定 →,crm,1,
05,133,crm.email.catalogSync.nextApproveBtn,次へ: 承認 & 登録 →,crm,1,
05,134,crm.aiHub.catalogSync.nextApproveBtn,次へ: 最終承認,crm,1,
05,135,crm.email.campaignMgr.remaining,残り,crm,1,
05,136,crm.aiHub.dashGuide.tabCommerce,注文、決済、精算などのコマース運営状況をモニタリングします。,crm,1,
05,137,crm.aiHub.catalogSync.devHub.ev_order_status_changed,注文ステータス変更,crm,1,
05,138,crm.email.dt.srcOrders,注文データ,crm,1,
05,139,crm.email.ds.marketDesc,注文・返品・クレーム・精算の詳細控除項目を含むマーケットイベント標準スキーマ,crm,1,
05,140,crm.aiHub.catalogSync.dt.srcOrdersDesc,注文処理・履行データ,crm,1,
05,141,crm.email.ds.pipeDerivedMetrics,派生メトリクス,crm,1,
05,142,crm.aiHub.catalogSync.ihub.freeBannerTitle,無料プラン制限,crm,1,
05,143,crm.aiHub.catalogSync.recon.noReports,照合レポートがまだありません。まずデータをアップロードして照合を実行してください。,crm,1,
05,144,crm.aiHub.catalogSync.caseStudy.industry_logistics,物流・配送,crm,1,
05,145,crm.email.dt.historyCurrentScore,現在のスコア,crm,1,
05,146,crm.aiHub.catalogSync.devHub.sessionToken,現在のセッショントークン,crm,1,
05,147,crm.email.mr.apvCurrentUser,現在のユーザー,crm,1,
05,148,crm.aiHub.catalogSync.markupDesc,現在の価格に対する上乗せ率を適用します。,crm,1,
05,149,crm.aiHub.catalogSync.discountDesc,現在の価格に対する割引率を適用します。,crm,1,
05,150,crm.email.catalogSync.exportDesc,現在の商品リストをエクスポートします。,crm,1,
05,151,crm.aiHub.catalogSync.currentStock,現在の在庫,crm,1,
05,152,crm.aiHub.journey.analyticsActive,現在アクティブ,crm,1,
05,153,crm.aiHub.catalogSync.dt.historyCurrentScore,現在スコア,crm,1,
05,154,crm.email.catalogSync.discountDesc,現在価格から%割引,crm,1,
05,155,crm.email.catalogSync.markupDesc,現在価格に%を上乗せ,crm,1,
05,156,crm.aiHub.catalogSync.pnl.noActionsDesc,現在異常項目がないため対応不要です。,crm,1,
05,157,crm.aiHub.catalogSync.journey.aiResultTitle,生成されたデザイン,crm,1,
05,158,crm.aiHub.catalogSync.ihub.scFilterApplied,申請済み,crm,1,
05,159,crm.aiHub.catalogSync.webPopup.uploadDragDrop,画像をドラッグまたはクリックしてアップロード,crm,1,
05,160,crm.aiHub.webPopup.uploadRemove,画像を削除,crm,1,
05,161,crm.aiHub.catalogSync.sms.numberList,番号リスト,crm,1,
05,162,crm.aiHub.catalogSync.pnl.noAnomalies,異常なし,crm,1,
05,163,crm.aiHub.catalogSync.dt.secLockDesc,異常なアクセスが検知され一時的にロックされました。管理者にお問い合わせください。,crm,1,
05,164,crm.email.dt.secLockDesc,異常なリクエストパターンが検知されました。30秒後に自動解除されます。,crm,1,
05,165,crm.email.pxl.secLockDesc,異常なリクエストパターンが検知されました。セキュリティロックが有効化されました。,crm,1,
05,166,crm.aiHub.catalogSync.recon.secLockDesc,異常アクセスが検出されました。一時ロック。,crm,1,
05,167,crm.email.ds.pipeAnomalyAlert,異常アラート,crm,1,
05,168,crm.aiHub.catalogSync.pnl.guideSecAction,異常検知結果に基づきAIが収益改善策を自動提案します。,crm,1,
05,169,crm.aiHub.catalogSync.pnl.noAnomaliesDetected,異常項目は検出されませんでした,crm,1,
05,170,crm.email.alertAuto.noFired,発動履歴なし,crm,1,
05,171,crm.aiHub.catalogSync.devHub.noWebhooks,登録されたWebhookがありません,crm,1,
05,172,crm.aiHub.catalogSync.contentCal.noContent,登録されたコンテンツがありません。,crm,1,
05,173,crm.aiHub.contentCal.noContent,登録されたコンテンツがありません。+ コンテンツ登録ボタンで開始してください。,crm,1,
05,174,crm.aiHub.omniChannel.noChannels,登録されたチャネルがありません。,crm,1,
05,175,crm.email.mr.pfEmptyTitle,登録されたプラットフォームなし,crm,1,
05,176,crm.aiHub.catalogSync.caseStudy.emptyTitle,登録された事例がありません,crm,1,
05,177,crm.aiHub.catalogSync.noProducts,登録された商品はありません。,crm,1,
05,178,crm.email.mr.dedEmptyTitle,登録された控除項目なし,crm,1,
05,179,crm.aiHub.catalogSync.ihub.regCh,登録チャネル,crm,1,
05,180,crm.aiHub.catalogSync.recon.ruleHistory,登録ルール履歴,crm,1,
05,181,crm.aiHub.catalogSync.dt.auditBridgeBtn,監査ログセンターへ移動,crm,1,
05,182,crm.email.mr.badgeAuditAuto,監査ログ自動記録,crm,1,
05,183,crm.email.settlements.kpiOrderSub,確定済み,crm,1,
05,184,crm.aiHub.catalogSync.ihub.stepReview,確認・提出,crm,1,
05,185,crm.email.catalogSync.internalCategory,社内カテゴリ,crm,1,
05,186,crm.email.catalogSync.catMapDesc,社内カテゴリを各チャネルのカテゴリにマッピングします。,crm,1,
05,187,crm.aiHub.catalogSync.ihub.closedMallLabel,福利厚生モール,crm,1,
05,188,crm.aiHub.catalogSync.qtyPerBoxLabel,箱あたりの数量,crm,1,
05,189,crm.aiHub.catalogSync.validationBox,箱ごとの数量を入力してください。,crm,1,
05,190,crm.aiHub.catalogSync.boxDetailsTitle,箱の詳細,crm,1,
05,191,crm.email.ds.pipeMarketFileDesc,精算CSV自動ダウンロード→S3ロード,crm,1,
05,192,crm.aiHub.catalogSync.settlements.importSuccess,精算データをインポートしました。,crm,1,
05,193,crm.aiHub.catalogSync.devHub.epSettle,精算データ検索,crm,1,
05,194,crm.email.dt.qualityLiveEx3,精算レポート金額,crm,1,
05,195,crm.aiHub.catalogSync.dt.srcSettlementDesc,精算・手数料データ,crm,1,
05,196,crm.email.settlements.kpiPending,精算待ち,crm,1,
05,197,crm.aiHub.journey.guideNodeEnd,終了地点です。,crm,1,
05,198,crm.aiHub.catalogSync.reportBuilder.tplExecutive,経営レポート,crm,1,
05,199,crm.aiHub.catalogSync.reportBuilder.tplExecutiveDesc,経営陣向けの主要KPIサマリーダッシュボードです。,crm,1,
05,200,crm.aiHub.sms.ihubAutoDetect,統合ハブから自動検出されたSMSチャネル：,crm,1,
05,201,crm.aiHub.contentCal.noChannelDataSub,統合ハブでAPIキーを登録すると、チャネル分析データが自動的に表示されます。,crm,1,
05,202,crm.aiHub.catalogSync.sms.ihubAutoDetect,統合ハブ自動検出,crm,1,
05,203,crm.aiHub.catalogSync.reviews.heroDesc,統合レビュー監視·AI感情分析·自動返信生成·ネガティブレビューエスカレーション·リアルタイム同期,crm,1,
05,204,crm.aiHub.omniChannel.guideTrendDesc,統合注文閲覧・ステータス更新,crm,1,
05,205,crm.aiHub.catalogSync.dt.auditBridgeTitle,統合監査ログセンター,crm,1,
05,206,crm.aiHub.omniChannel.pageSub,統合販売チャネル管理,crm,1,
05,207,crm.email.ds.ruleWhitelistD7Action,緊急広告配信レビューバナー,crm,1,
05,208,crm.aiHub.catalogSync.caseStudy.kpi_totalSolutions,総ソリューション,crm,1,
05,209,crm.aiHub.catalogSync.webPopup.uploadCustom,自作イメージ登録,crm,1,
05,210,crm.aiHub.webPopup.uploadCustomDesc,自作画像をアップロードしてポップアップや広告コンテンツに使用。,crm,1,
05,211,crm.aiHub.catalogSync.webPopup.uploadCustomDesc,自分でデザインしたポップアップ/広告画像をドラッグ＆ドロップでアップロード。,crm,1,
05,212,crm.aiHub.reviews.autoAlertActive,自動アラート有効,crm,1,
05,213,crm.aiHub.catalogSync.ihub.dwAutoSchema,自動スキーマ,crm,1,
05,214,crm.email.catalogSync.scheduleEnabled,自動スケジュール有効化,crm,1,
05,215,crm.email.conn.dwFeatureAutoScale,自動スケーリング,crm,1,
05,216,crm.aiHub.catalogSync.reviews.autoAlertActive,自動ネガティブアラート有効,crm,1,
05,217,crm.email.catalogSync.autoMapSuggest,自動マッピング提案,crm,1,
05,218,crm.email.ds.tabAlertsDesc,自動化トリガー,crm,1,
05,219,crm.email.alertAuto.tabRulesDesc,自動化ルール管理,crm,1,
05,220,crm.email.catalogSync.scheduleDesc,自動同期の間隔を設定します。,crm,1,
05,221,crm.aiHub.catalogSync.scheduleTitle,自動同期スケジュール,crm,1,
05,222,crm.aiHub.catalogSync.ihub.scSubtitle,自動連携エンジン,crm,1,
05,223,crm.aiHub.catalogSync.ihub.ownMallLabel,自社ストア,crm,1,
05,224,crm.aiHub.aiRankingDesc,行をクリックして項目別スコア·コミッション推薦·契約更新勧告の詳細を確認,crm,1,
05,225,crm.aiHub.aiRankingSub,行クリックで詳細表示,crm,1,
05,226,crm.aiHub.catalogSync.addCategoryLabelPh,表示名（例: デジタル > タブレット）,crm,1,
05,227,crm.aiHub.catalogSync.sms.guideBroadcastDesc,複数宛先に同時送信,crm,1,
05,228,crm.aiHub.journey.waLang,言語コード,crm,1,
05,229,crm.aiHub.catalogSync.journey.guideSubtitle,設定から実行・分析までのステップガイド,crm,1,
05,230,crm.aiHub.aiTargetCreators,評価対象クリエイター,crm,1,
05,231,crm.aiHub.aiBreakdown,評価項目別スコア,crm,1,
05,232,crm.aiHub.catalogSync.recon.noTickets,該当ステータスのチケットがありません。,crm,1,
05,233,crm.email.dt.qualityNoneDesc,該当データソースが連携されていません。0値または空の状態が表示されます。,crm,1,
05,234,crm.email.mr.kpiNoDedItems,該当プラットフォームに登録された控除項目なし,crm,1,
05,235,crm.aiHub.catalogSync.devHub.authComment,認証が必要なすべてのAPIにヘッダーを含める,crm,1,
05,236,crm.aiHub.omniChannel.btnAuthKey,認証キー,crm,1,
05,237,crm.email.mr.tabDeductionDesc,負担者・比率分解,crm,1,
05,238,crm.aiHub.catalogSync.ihub.heroDesc,販売・広告・分析チャネルのAPIキーを登録します。,crm,1,
05,239,crm.aiHub.catalogSync.unitSelection,販売単位の選択,crm,1,
05,240,crm.aiHub.catalogSync.journey.tplPostPurchase,購入後フォロー,crm,1,
05,241,crm.aiHub.reviews.escalationBody,迅速な処理が必要です。,crm,1,
05,242,crm.aiHub.catalogSync.ds.secReturnClaim,返品/クレーム,crm,1,
05,243,crm.email.ds.secReturnClaim,返品・クレーム,crm,1,
05,244,crm.aiHub.crm.email.msgSendConfirm,送信しますか?,crm,1,
05,245,crm.aiHub.sms.broadcastMsgPlaceholder,送信するメッセージを入力...,crm,1,
05,246,crm.aiHub.crm.email.fromEmail,送信元メール,crm,1,
05,247,crm.aiHub.catalogSync.sms.emptyList,送信履歴がありません。,crm,1,
05,248,crm.aiHub.catalogSync.sms.noHistory,送信履歴なし,crm,1,
05,249,crm.aiHub.sms.campStatus_sent,送信済み,crm,1,
