ns,path,pollution_type,ko_value,ja_value,en_value,ko_length,suggested_ko
crm,crm.aiHub.aiHub.expectedProfit,LATIN_LONG,Expected Profit,Expected Profit,Expected Profit,15,
crm,crm.aiHub.aiHub.filterAll,LATIN_LONG,Filter All,Filter All,Filter All,10,
crm,crm.aiHub.aiHub.filterExecuted,LATIN_LONG,Filter Executed,Filter Executed,Filter Executed,15,
crm,crm.aiHub.aiHub.inDays5,LATIN_LONG,In Days5,In Days5,In Days5,8,
crm,crm.aiHub.aiHub.journeyAutomation,LATIN_LONG,Journey Automation,Journey Automation,Journey Automation,18,
crm,crm.aiHub.aiHub.journeyLink,LATIN_LONG,Journey Link,Journey Link,Journey Link,12,
crm,crm.aiHub.aiHub.needCard,LATIN_LONG,Need Card,Need Card,Need Card,9,
crm,crm.aiHub.aiHub.netProfit,LATIN_LONG,Net Profit,Net Profit,Net Profit,10,
crm,crm.aiHub.aiHub.noCardAlert,LATIN_LONG,No Card Alert,No Card Alert,No Card Alert,13,
crm,crm.aiHub.aiHub.pendingCampaigns,LATIN_LONG,Pending Campaigns,Pending Campaigns,Pending Campaigns,17,
crm,crm.aiHub.aiHub.readyToExec,LATIN_LONG,Ready To Exec,Ready To Exec,Ready To Exec,13,
crm,crm.aiHub.aiHub.recBoostTitle,LATIN_LONG,Rec Boost Title,Rec Boost Title,Rec Boost Title,15,
crm,crm.aiHub.aiHub.recLowStockTitle,LATIN_LONG,Rec Low Stock Title,Rec Low Stock Title,Rec Low Stock Title,19,
crm,crm.aiHub.aiHub.recRebalanceTitle,LATIN_LONG,Rec Rebalance Title,Rec Rebalance Title,Rec Rebalance Title,19,
crm,crm.aiHub.aiHub.recVipTitle,LATIN_LONG,Rec Vip Title,Rec Vip Title,Rec Vip Title,13,
crm,crm.aiHub.aiHub.settlementMargin,LATIN_LONG,Settlement Margin,Settlement Margin,Settlement Margin,17,
crm,crm.aiHub.aiHub.timesUnit,LATIN_LONG,Times Unit,Times Unit,Times Unit,10,
crm,crm.aiHub.aiHub.totalExecBudget,LATIN_LONG,Total Exec Budget,Total Exec Budget,Total Exec Budget,17,
crm,crm.aiHub.aiHub.unitPrice,LATIN_LONG,Unit Price,Unit Price,Unit Price,10,
crm,crm.aiHub.aiHub.viewCampaigns,LATIN_LONG,View Campaigns,View Campaigns,View Campaigns,14,
crm,crm.aiHub.aiHub.vipInsight,LATIN_LONG,Vip Insight,Vip Insight,Vip Insight,11,
crm,crm.aiHub.aiHub.vipReason,LATIN_LONG,Vip Reason,Vip Reason,Vip Reason,10,
crm,crm.aiHub.aiHub.wastedBudget,LATIN_LONG,Wasted Budget,Wasted Budget,Wasted Budget,13,
crm,crm.aiHub.aiPolicy.badgeRealtime,LATIN_LONG,Badge Realtime,Badge Realtime,Badge Realtime,14,
crm,crm.aiHub.aiPolicy.badgeRules,LATIN_LONG,Badge Rules,Badge Rules,Badge Rules,11,
crm,crm.aiHub.aiPolicy.badgeSecurity,LATIN_LONG,Badge Security,Badge Security,Badge Security,14,
crm,crm.aiHub.aiPolicy.cfgApprovalGate,LATIN_LONG,Cfg Approval Gate,Cfg Approval Gate,Cfg Approval Gate,17,
crm,crm.aiHub.aiPolicy.crossTabSync,LATIN_LONG,Cross Sync,Cross Sync,Cross Sync,10,
crm,crm.aiHub.aiPolicy.demoBanner,LATIN_LONG,Demo Banner,Demo Banner,Demo Banner,11,
crm,crm.aiHub.aiPolicy.demoBannerDesc,LATIN_LONG,Demo Banner,Demo Banner,Demo Banner,11,
crm,crm.aiHub.aiPolicy.firedTotal,LATIN_LONG,Fired Total,Fired Total,Fired Total,11,
crm,crm.aiHub.aiPolicy.liveSyncStatus,LATIN_LONG,Live Sync Status,Live Sync Status,Live Sync Status,16,
crm,crm.aiHub.aiPolicy.noPolicies,LATIN_LONG,No Policies,No Policies,No Policies,11,
crm,crm.aiHub.aiPolicy.policyName,LATIN_LONG,Policy Name,Policy Name,Policy Name,11,
crm,crm.aiHub.aiPolicy.secCode,LATIN_LONG,Sec Code,Sec Code,Sec Code,8,
crm,crm.aiHub.aiPolicy.secTitle,LATIN_LONG,Sec Title,Sec Title,Sec Title,9,
crm,crm.aiHub.aiPolicy.secUnlock,LATIN_LONG,Sec Unlock,Sec Unlock,Sec Unlock,10,
crm,crm.aiHub.aiPolicy.syncActiveRules,LATIN_LONG,Sync Active Rules,Sync Active Rules,Sync Active Rules,17,
crm,crm.aiHub.aiPolicy.syncBudgets,LATIN_LONG,Sync Budgets,Sync Budgets,Sync Budgets,12,
crm,crm.aiHub.aiPolicy.syncInventory,LATIN_LONG,Sync Inventory,Sync Inventory,Sync Inventory,14,
crm,crm.aiHub.aiPolicy.syncOrders,LATIN_LONG,Sync Orders,Sync Orders,Sync Orders,11,
crm,crm.aiHub.aiPolicy.totalAudit,LATIN_LONG,Total Audit,Total Audit,Total Audit,11,
crm,crm.aiHub.approveAll,LATIN_LONG,Approve All,Approve All,Approve All,11,
crm,crm.aiHub.attributionDesc,LATIN_LONG,Attribution Desc,Attribution Desc,Attribution Desc,16,
crm,crm.aiHub.attributionLink,LATIN_LONG,Attribution Link,Attribution Link,Attribution Link,16,
crm,crm.aiHub.autoRegistered,LATIN_LONG,Auto Registered,Auto Registered,Auto Registered,15,
crm,crm.aiHub.boostReason,LATIN_LONG,Boost Reason,Boost Reason,Boost Reason,12,
crm,crm.aiHub.budgetShift,LATIN_LONG,Budget Shift,Budget Shift,Budget Shift,12,
crm,crm.aiHub.bulkApproved,LATIN_LONG,Bulk Approved,Bulk Approved,Bulk Approved,13,
crm,crm.aiHub.bulkExec,LATIN_LONG,Bulk Exec,Bulk Exec,Bulk Exec,9,
crm,crm.aiHub.campaignStatus,LATIN_LONG,Campaign Status,Campaign Status,Campaign Status,15,
crm,crm.aiHub.cardLimitAlert,LATIN_LONG,Card Limit Alert,Card Limit Alert,Card Limit Alert,16,
crm,crm.aiHub.cardsUnit,LATIN_LONG,Cards Unit,Cards Unit,Cards Unit,10,
crm,crm.aiHub.catalogSync.alertAuto.liveSyncStatus,LATIN_LONG,Live Sync Status,Live Sync Status,Live Sync Status,16,
crm,crm.aiHub.catalogSync.conn.filterAll,LATIN_LONG,Filter All,Filter All,Filter All,10,
crm,crm.aiHub.catalogSync.contentCal.guideTabsTitle,LATIN_LONG,Guide Tabs Title,Guide Tabs Title,Guide Tabs Title,16,
crm,crm.aiHub.catalogSync.devHub.rateLimits,LATIN_LONG,Rate Limits,Rate Limits,Rate Limits,11,
crm,crm.aiHub.catalogSync.devHub.tab_webhook,LATIN_LONG,⚡ Webhook,⚡ Webhook,⚡ Webhook,9,
crm,crm.aiHub.catalogSync.ds.pipeCollect,LATIN_LONG,Data Collection,Data Collection,Data Collection,15,
crm,crm.aiHub.catalogSync.ds.pipeNormalize,LATIN_LONG,Normalization/Mapping,Normalization/Mapping,Normalization/Mapping,21,
crm,crm.aiHub.catalogSync.ihub.dwFeatureUnity,LATIN_LONG,Unity Catalog,Unity Catalog,Unity Catalog,13,
crm,crm.aiHub.catalogSync.ihub.scTitle,LATIN_LONG,SmartConnect AI,SmartConnect AI,SmartConnect AI,15,
crm,crm.aiHub.catalogSync.ihub.secLockDesc,LATIN_LONG,Module locked due to abnormal access.,Module locked due to abnormal access.,Module locked due to abnormal access.,37,
crm,crm.aiHub.catalogSync.ihub.tabSmartConnect,LATIN_LONG,Smart Connect,Smart Connect,Smart Connect,13,
crm,crm.aiHub.catalogSync.journey.connectedChannels,LATIN_LONG,Connected Channels,Connected Channels,Connected Channels,18,
crm,crm.aiHub.catalogSync.journey.guideNodeAbTest,LATIN_LONG,Guide Node Ab Test,Guide Node Ab Test,Guide Node Ab Test,18,
crm,crm.aiHub.catalogSync.journey.guideNodeCondition,LATIN_LONG,Guide Node Condition,Guide Node Condition,Guide Node Condition,20,
crm,crm.aiHub.catalogSync.journey.guideNodeDelay,LATIN_LONG,Guide Node Delay,Guide Node Delay,Guide Node Delay,16,
crm,crm.aiHub.catalogSync.journey.guideNodeEmail,LATIN_LONG,Guide Node Email,Guide Node Email,Guide Node Email,16,
crm,crm.aiHub.catalogSync.journey.guideNodeEnd,LATIN_LONG,Guide Node End,Guide Node End,Guide Node End,14,
crm,crm.aiHub.catalogSync.journey.guideNodeKakao,LATIN_LONG,Guide Node Kakao,Guide Node Kakao,Guide Node Kakao,16,
crm,crm.aiHub.catalogSync.journey.guideNodeLine,LATIN_LONG,Guide Node Line,Guide Node Line,Guide Node Line,15,
crm,crm.aiHub.catalogSync.journey.guideNodePush,LATIN_LONG,Guide Node Push,Guide Node Push,Guide Node Push,15,
crm,crm.aiHub.catalogSync.journey.guideNodeSms,LATIN_LONG,Guide Node Sms,Guide Node Sms,Guide Node Sms,14,
crm,crm.aiHub.catalogSync.journey.guideNodeTrigger,LATIN_LONG,Guide Node Trigger,Guide Node Trigger,Guide Node Trigger,18,
crm,crm.aiHub.catalogSync.journey.guideNodeWebhook,LATIN_LONG,Guide Node Webhook,Guide Node Webhook,Guide Node Webhook,18,
crm,crm.aiHub.catalogSync.journey.guideNodeWhatsapp,LATIN_LONG,Guide Node Whatsapp,Guide Node Whatsapp,Guide Node Whatsapp,19,
crm,crm.aiHub.catalogSync.journey.nodeTypes.ab_test,LATIN_LONG,Ab test,Ab test,Ab test,7,
crm,crm.aiHub.catalogSync.journey.triggerTypes.cart_abandoned,LATIN_LONG,Cart abandoned,Cart abandoned,Cart abandoned,14,
crm,crm.aiHub.catalogSync.journey.triggerTypes.segment_entered,LATIN_LONG,Segment entered,Segment entered,Segment entered,15,
crm,crm.aiHub.catalogSync.journey.triggerTypes.webhook_trigger,LATIN_LONG,Webhook trigger,Webhook trigger,Webhook trigger,15,
crm,crm.aiHub.catalogSync.mr.secLockDesc,LATIN_LONG,Sec Lock,Sec Lock,Sec Lock,8,
crm,crm.aiHub.catalogSync.mr.secLockTitle,LATIN_LONG,Sec Lock Title,Sec Lock Title,Sec Lock Title,14,
crm,crm.aiHub.catalogSync.pxl.channelAttr,LATIN_LONG,Channel Attr,Channel Attr,Channel Attr,12,
crm,crm.aiHub.catalogSync.pxl.convRate,LATIN_LONG,Conv Rate,Conv Rate,Conv Rate,9,
crm,crm.aiHub.catalogSync.pxl.createError,LATIN_LONG,Create Error,Create Error,Create Error,12,
crm,crm.aiHub.catalogSync.pxl.createPixel,LATIN_LONG,Create Pixel,Create Pixel,Create Pixel,12,
crm,crm.aiHub.catalogSync.pxl.createPixelBtn,LATIN_LONG,Create Pixel,Create Pixel,Create Pixel,12,
crm,crm.aiHub.catalogSync.pxl.createSuccess,LATIN_LONG,Create Success,Create Success,Create Success,14,
crm,crm.aiHub.catalogSync.pxl.deleteConfirm,LATIN_LONG,Delete Confirm,Delete Confirm,Delete Confirm,14,
crm,crm.aiHub.catalogSync.pxl.eventType,LATIN_LONG,Event Type,Event Type,Event Type,10,
crm,crm.aiHub.catalogSync.pxl.funnelCart,LATIN_LONG,Funnel Cart,Funnel Cart,Funnel Cart,11,
crm,crm.aiHub.catalogSync.pxl.funnelCheckout,LATIN_LONG,Funnel Checkout,Funnel Checkout,Funnel Checkout,15,
crm,crm.aiHub.catalogSync.pxl.funnelProduct,LATIN_LONG,Funnel Product,Funnel Product,Funnel Product,14,
crm,crm.aiHub.catalogSync.pxl.funnelPurchase,LATIN_LONG,Funnel Purchase,Funnel Purchase,Funnel Purchase,15,
crm,crm.aiHub.catalogSync.pxl.funnelTitle,LATIN_LONG,Funnel Title,Funnel Title,Funnel Title,12,
crm,crm.aiHub.catalogSync.pxl.funnelVisit,LATIN_LONG,Funnel Visit,Funnel Visit,Funnel Visit,12,
crm,crm.aiHub.catalogSync.pxl.metaCAPIToken,LATIN_LONG,Meta C A P I Token,Meta C A P I Token,Meta C A P I Token,18,
crm,crm.aiHub.catalogSync.pxl.metaForward,LATIN_LONG,Meta Forward,Meta Forward,Meta Forward,12,
crm,crm.aiHub.catalogSync.pxl.nameRequired,LATIN_LONG,Name Required,Name Required,Name Required,13,
crm,crm.aiHub.catalogSync.pxl.noChannelData,LATIN_LONG,No Channel Data,No Channel Data,No Channel Data,15,
crm,crm.aiHub.catalogSync.pxl.noDataDesc,LATIN_LONG,No Data,No Data,No Data,7,
crm,crm.aiHub.catalogSync.pxl.noDataTitle,LATIN_LONG,No Data Title,No Data Title,No Data Title,13,
crm,crm.aiHub.catalogSync.pxl.noEvents,LATIN_LONG,No Events,No Events,No Events,9,
crm,crm.aiHub.catalogSync.pxl.noPixels,LATIN_LONG,No Pixels,No Pixels,No Pixels,9,
crm,crm.aiHub.catalogSync.pxl.pixelList,LATIN_LONG,Pixel List,Pixel List,Pixel List,10,
crm,crm.aiHub.catalogSync.pxl.pixelName,LATIN_LONG,Pixel Name,Pixel Name,Pixel Name,10,
crm,crm.aiHub.catalogSync.pxl.pixelNamePh,LATIN_LONG,Pixel Name Ph,Pixel Name Ph,Pixel Name Ph,13,
crm,crm.aiHub.catalogSync.pxl.realtimeStream,LATIN_LONG,Realtime Stream,Realtime Stream,Realtime Stream,15,
crm,crm.aiHub.catalogSync.pxl.secAlert,LATIN_LONG,Sec Alert,Sec Alert,Sec Alert,9,
crm,crm.aiHub.catalogSync.pxl.secBlocked,LATIN_LONG,Sec Blocked,Sec Blocked,Sec Blocked,11,
crm,crm.aiHub.catalogSync.pxl.secInputBlocked,LATIN_LONG,Sec Input Blocked,Sec Input Blocked,Sec Input Blocked,17,
crm,crm.aiHub.catalogSync.pxl.secLockDesc,LATIN_LONG,Sec Lock,Sec Lock,Sec Lock,8,
crm,crm.aiHub.catalogSync.pxl.secLockTitle,LATIN_LONG,Sec Lock Title,Sec Lock Title,Sec Lock Title,14,
crm,crm.aiHub.catalogSync.pxl.secLockWait,LATIN_LONG,Sec Lock Wait,Sec Lock Wait,Sec Lock Wait,13,
crm,crm.aiHub.catalogSync.pxl.secTotal,LATIN_LONG,Sec Total,Sec Total,Sec Total,9,
crm,crm.aiHub.catalogSync.pxl.sendEvent,LATIN_LONG,Send Event,Send Event,Send Event,10,
crm,crm.aiHub.catalogSync.pxl.serverSideCAPI,LATIN_LONG,Server Side C A P I,Server Side C A P I,Server Side C A P I,19,
crm,crm.aiHub.catalogSync.pxl.serverSideEvent,LATIN_LONG,Server Side Event,Server Side Event,Server Side Event,17,
crm,crm.aiHub.catalogSync.pxl.snippetGuide1,LATIN_LONG,Snippet Guide1,Snippet Guide1,Snippet Guide1,14,
crm,crm.aiHub.catalogSync.pxl.snippetGuide2,LATIN_LONG,Snippet Guide2,Snippet Guide2,Snippet Guide2,14,
crm,crm.aiHub.catalogSync.pxl.snippetGuide3,LATIN_LONG,Snippet Guide3,Snippet Guide3,Snippet Guide3,14,
crm,crm.aiHub.catalogSync.pxl.snippetTitle,LATIN_LONG,Snippet Title,Snippet Title,Snippet Title,13,
crm,crm.aiHub.catalogSync.pxl.testEventSend,LATIN_LONG,Test Event Send,Test Event Send,Test Event Send,15,
crm,crm.aiHub.catalogSync.pxl.tiktokForward,LATIN_LONG,Tiktok Forward,Tiktok Forward,Tiktok Forward,14,
crm,crm.aiHub.catalogSync.pxl.totalEvents,LATIN_LONG,Total Events,Total Events,Total Events,12,
crm,crm.aiHub.catalogSync.security.hackDetected,LATIN_LONG,Hack Detected,Hack Detected,Hack Detected,13,
crm,crm.aiHub.catalogSync.webPopup.linkUrlPh,LATIN_LONG,https://example.com/promo,https://example.com/promo,https://example.com/promo,25,
crm,crm.aiHub.catBudgetOpt,LATIN_LONG,Cat Budget Opt,Cat Budget Opt,Cat Budget Opt,14,
crm,crm.aiHub.catCrmRetarget,LATIN_LONG,Cat Crm Retarget,Cat Crm Retarget,Cat Crm Retarget,16,
crm,crm.aiHub.catInventoryRisk,LATIN_LONG,Cat Inventory Risk,Cat Inventory Risk,Cat Inventory Risk,18,
crm,crm.aiHub.catSettlement,LATIN_LONG,Cat Settlement,Cat Settlement,Cat Settlement,14,
crm,crm.aiHub.channelFeeRate,LATIN_LONG,Fee Rate,Fee Rate,Fee Rate,8,
crm,crm.aiHub.checkInCampaignMgr,LATIN_LONG,Check In Campaign Mgr,Check In Campaign Mgr,Check In Campaign Mgr,21,
crm,crm.aiHub.creativeSub,LATIN_LONG,Enter a prompt and AI generates campaign ad designs.,Enter a prompt and AI generates campaign ad designs.,Enter a prompt and AI generates campaign ad designs.,52,
crm,crm.aiHub.creativeTitle,LATIN_LONG,AI Ad Creative Generator,AI Ad Creative Generator,AI Ad Creative Generator,24,
crm,crm.aiHub.crm.guideTabsTitle,LATIN_LONG,Guide Tabs Title,Guide Tabs Title,Guide Tabs Title,16,
crm,crm.aiHub.currentCharged,LATIN_LONG,Current Charged,Current Charged,Current Charged,15,
crm,crm.aiHub.dailySales,LATIN_LONG,Daily Sales,Daily Sales,Daily Sales,11,
crm,crm.aiHub.dataSource,LATIN_LONG,Data Basis,Data Basis,Data Basis,10,
crm,crm.aiHub.dpAddBudget,LATIN_LONG,Dp Add Budget,Dp Add Budget,Dp Add Budget,13,
crm,crm.aiHub.dpAdRoi,LATIN_LONG,Dp Ad Roi,Dp Ad Roi,Dp Ad Roi,9,
crm,crm.aiHub.dpAdSaving,LATIN_LONG,Dp Ad Saving,Dp Ad Saving,Dp Ad Saving,12,
crm,crm.aiHub.dpEstRoas,LATIN_LONG,Dp Est Roas,Dp Est Roas,Dp Est Roas,11,
crm,crm.aiHub.dpExpectedProfit,LATIN_LONG,Dp Expected Profit,Dp Expected Profit,Dp Expected Profit,18,
crm,crm.aiHub.dpExpireIn,LATIN_LONG,Dp Expire In,Dp Expire In,Dp Expire In,12,
crm,crm.aiHub.dpSettlementMargin,LATIN_LONG,Dp Settlement Margin,Dp Settlement Margin,Dp Settlement Margin,20,
crm,crm.aiHub.dpShiftBudget,LATIN_LONG,Dp Shift Budget,Dp Shift Budget,Dp Shift Budget,15,
crm,crm.aiHub.dpVipCount,LATIN_LONG,Dp Vip Count,Dp Vip Count,Dp Vip Count,12,
crm,crm.aiHub.dsActiveRules,LATIN_LONG,Ds Active Rules,Ds Active Rules,Ds Active Rules,15,
crm,crm.aiHub.dsRulesFired,LATIN_LONG,Ds Rules Fired,Ds Rules Fired,Ds Rules Fired,14,
crm,crm.aiHub.estRoas,LATIN_LONG,Estimated Blended ROAS,Estimated Blended ROAS,Estimated Blended ROAS,22,
crm,crm.aiHub.execBudget,LATIN_LONG,Exec Budget,Exec Budget,Exec Budget,11,
crm,crm.aiHub.execLog,LATIN_LONG,Auto Execution Log,Auto Execution Log,Auto Execution Log,18,
crm,crm.aiHub.filterExecuted,LATIN_LONG,Filter Executed,Filter Executed,Filter Executed,15,
crm,crm.aiHub.guideTabAbDesc,LATIN_LONG,Integrated A/B test results.,Integrated A/B test results.,Integrated A/B test results.,28,
crm,crm.aiHub.guideTabAbName,LATIN_LONG,A/B Testing,A/B Testing,A/B Testing,11,
crm,crm.aiHub.guideTabBudgetDesc,LATIN_LONG,Automatic budget alert system.,Automatic budget alert system.,Automatic budget alert system.,30,
crm,crm.aiHub.guideTabBudgetName,LATIN_LONG,Budget Alerts,Budget Alerts,Budget Alerts,13,
crm,crm.aiHub.guideTabCopyDesc,LATIN_LONG,AI-powered ad copy generator.,AI-powered ad copy generator.,AI-powered ad copy generator.,29,
crm,crm.aiHub.guideTabCopyName,LATIN_LONG,AI Copywriter,AI Copywriter,AI Copywriter,13,
crm,crm.aiHub.guideTabCreativeDesc,LATIN_LONG,AI ad image generator with 16 scene types.,AI ad image generator with 16 scene types.,AI ad image generator with 16 scene types.,42,
crm,crm.aiHub.guideTabCreativeName,LATIN_LONG,AI Creative,AI Creative,AI Creative,11,
crm,crm.aiHub.guideTabCrmDesc,LATIN_LONG,Email and KakaoTalk status.,Email and KakaoTalk status.,Email and KakaoTalk status.,27,
crm,crm.aiHub.guideTabCrmName,LATIN_LONG,CRM Channels,CRM Channels,CRM Channels,12,
crm,crm.aiHub.guideTabDetailDesc,LATIN_LONG,KPI targets vs actuals.,KPI targets vs actuals.,KPI targets vs actuals.,23,
crm,crm.aiHub.guideTabDetailName,LATIN_LONG,Detail Analysis,Detail Analysis,Detail Analysis,15,
crm,crm.aiHub.guideTabGanttDesc,LATIN_LONG,Gantt chart visualization.,Gantt chart visualization.,Gantt chart visualization.,26,
crm,crm.aiHub.guideTabMonitorDesc,LATIN_LONG,Live KPI monitoring.,Live KPI monitoring.,Live KPI monitoring.,20,
crm,crm.aiHub.guideTabMonitorName,LATIN_LONG,Real-time Monitor,Real-time Monitor,Real-time Monitor,17,
crm,crm.aiHub.guideTabOverviewDesc,LATIN_LONG,All campaigns displayed as filterable cards.,All campaigns displayed as filterable cards.,All campaigns displayed as filterable cards.,44,
