ko_value,count,sample_path,sample_ja_value,sample_en_value,suggested_ko
✅ Connected,1,ruleEnginePage.wms.carrIntegOk,✅ Connected,✅ Connected,
🔑 Key Registered,1,ruleEnginePage.wms.carrKeyReg,🔑 Key Registered,🔑 Key Registered,
🔄 Testing {name} API...,1,ruleEnginePage.wms.carrLoadingMsg,🔄 Testing {name} API...,🔄 Testing {name} API...,
Name and code required.,1,ruleEnginePage.wms.carrNameRequired,Name and code required.,Name and code required.,
➕ New Carrier,1,ruleEnginePage.wms.carrNewTitle,➕ New Carrier,➕ New Carrier,
Not Connected,1,ruleEnginePage.wms.carrNoApi,Not Connected,Not Connected,
⚠️ Not Connected,1,ruleEnginePage.wms.carrNoInteg,⚠️ Not Connected,⚠️ Not Connected,
✅ {name} API connected,1,ruleEnginePage.wms.carrOkMsg,✅ {name} API connected,✅ {name} API connected,
🔌 Test,1,ruleEnginePage.wms.carrTestBtn,🔌 Test,🔌 Test,
🔄 Testing,1,ruleEnginePage.wms.carrTestLoading,🔄 Testing,🔄 Testing,
✅ Re-test,1,ruleEnginePage.wms.carrTestOk,✅ Re-test,✅ Re-test,
Tracking URL,1,ruleEnginePage.wms.carrTrackUrlLabel,Tracking URL,Tracking URL,
✓ Approve,1,ruleEnginePage.wms.combApproveBtn,✓ Approve,✓ Approve,
✓ Approved,1,ruleEnginePage.wms.combApproved,✓ Approved,✓ Approved,
Bundle Carrier,1,ruleEnginePage.wms.combCarrierLabel,Bundle Carrier,Bundle Carrier,
💡 Bundle multiple orders from the same buyer into one package.,1,ruleEnginePage.wms.combInfo,💡 Bundle multiple orders from the same buyer into one package.,💡 Bundle multiple orders from the same buyer into one package.,
📋 Bundle Request List,1,ruleEnginePage.wms.combListTitle,📋 Bundle Request List,📋 Bundle Request List,
Order Numbers,1,ruleEnginePage.wms.combOrderListLabel,Order Numbers,Order Numbers,
Enter order numbers.,1,ruleEnginePage.wms.combOrderRequired,Enter order numbers.,Enter order numbers.,
⏳ Pending,1,ruleEnginePage.wms.combPending,⏳ Pending,⏳ Pending,
Combined Shipment,1,ruleEnginePage.wms.combPrefix,Combined Shipment,Combined Shipment,
📦 Bundle Request,1,ruleEnginePage.wms.combRegTitle,📦 Bundle Request,📦 Bundle Request,
+ Bundle Request,1,ruleEnginePage.wms.combReqBtn,+ Bundle Request,+ Bundle Request,
🚚 Ship Complete,1,ruleEnginePage.wms.combShipBtn,🚚 Ship Complete,🚚 Ship Complete,
🚚 Tracking,1,ruleEnginePage.wms.combTracking,🚚 Tracking,🚚 Tracking,
Execute Bulk Registration,1,ruleEnginePage.wms.csvExecuteBtn,Execute Bulk Registration,Execute Bulk Registration,
CSV Bulk Import,1,ruleEnginePage.wms.csvImportBtn,CSV Bulk Import,CSV Bulk Import,
Bulk register SKU/inventory via CSV file. Required columns:,1,ruleEnginePage.wms.csvImportDesc,Bulk register SKU/inventory via CSV file. Required columns:,Bulk register SKU/inventory via CSV file. Required columns:,
records imported!,1,ruleEnginePage.wms.csvImportDone,records imported!,records imported!,
Csv Import Title,1,ruleEnginePage.wms.csvImportTitle,Csv Import Title,Csv Import Title,
Csv More Rows,1,ruleEnginePage.wms.csvMoreRows,Csv More Rows,Csv More Rows,
records detected,1,ruleEnginePage.wms.csvRowsDetected,records detected,records detected,
Export Excel Btn,1,ruleEnginePage.wms.exportExcelBtn,Export Excel Btn,Export Excel Btn,
Adjustment Qty,1,ruleEnginePage.wms.invAdjQty,Adjustment Qty,Adjustment Qty,
🔧 Stock Adjustment (Live),1,ruleEnginePage.wms.invAdjTitle,🔧 Stock Adjustment (Live),🔧 Stock Adjustment (Live),
+ Add Item,1,ruleEnginePage.wms.invcAddItem,+ Add Item,+ Add Item,
📄 Invoice Info,1,ruleEnginePage.wms.invcBasicInfo,📄 Invoice Info,📄 Invoice Info,
Description,1,ruleEnginePage.wms.invcColDesc,Description,Description,
